alg;inst;repl ;tempo
full;139;30;175.75
full;140;30;54.63
full;141;30;146.5
full;142;30;168
full;143;30;123
full;144;30;250
full;145;30;126.88
full;146;30;169.88
full;147;30;150.38
full;148;30;138.63
full;149;30;350
full;150;30;70.5
full;151;30;101.5
full;152;30;347.5
full;153;30;382.75
full;154;30;382.5
full;155;30;250
full;156;30;281
full;157;30;382.5
full;158;30;406
full;159;30;421.5
full;160;30;265.5
full;161;30;336
full;162;30;414.5
full;163;30;492.5
full;164;30;492
full;165;30;289
full;166;30;328.5
full;167;30;578.5
full;168;30;586
full;169;30;625
full;170;30;507.5
full;171;30;430
full;172;30;467.5
full;173;30;587.5
full;174;30;470
full;175;30;467.5
full;176;30;587.5
full;177;30;585
full;178;30;662.5
full;179;30;627.5
Not_1;0;1;2.73
Not_1;1;1;2.73
Not_1;2;1;3.9
Not_1;3;1;3.13
Not_1;4;1;4.3
Not_1;5;1;2.35
Not_1;6;1;2.73
Not_1;7;1;3.13
Not_1;8;1;3.9
Not_1;9;1;3.93
Not_1;10;1;3.53
Not_1;11;1;4.7
Not_1;12;1;4.7
Not_1;13;1;4.3
Not_1;14;1;5.45
Not_1;15;1;3.5
Not_1;16;1;4.68
Not_1;17;1;4.68
Not_1;18;1;6.25
Not_1;19;1;7.03
Not_1;20;1;4.3
Not_1;21;1;4.68
Not_1;22;1;4.68
Not_1;23;1;5.48
Not_1;24;1;8.2
Not_1;25;1;4.3
Not_1;26;1;4.68
Not_1;27;1;5.08
Not_1;28;1;7.03
Not_1;29;1;6.25
Not_1;30;1;3.5
Not_1;31;1;4.7
Not_1;32;1;5.08
Not_1;33;1;6.25
Not_1;34;1;6.25
Not_1;35;1;3.9
Not_1;36;1;3.9
Not_1;37;1;5.48
Not_1;38;1;5.45
Not_1;39;1;7.03
Not_1;40;1;5.08
Not_1;41;1;7.03
Not_1;42;1;8.2
Not_1;43;1;7.83
Not_1;44;1;11.33
Not_1;45;1;6.65
Not_1;46;1;7.03
Not_1;47;1;8.6
Not_1;48;1;10.95
Not_1;49;1;12.9
Not_1;50;1;5.88
Not_1;51;1;7.03
Not_1;52;1;9.4
Not_1;53;1;10.15
Not_1;54;1;14.85
Not_1;55;1;7
Not_1;56;1;9.4
Not_1;57;1;10.15
Not_1;58;1;12.5
Not_1;59;1;17.2
Not_1;60;1;9.4
Not_1;61;1;8.6
Not_1;62;1;11.75
Not_1;63;1;13.25
Not_1;64;1;15.6
Not_1;65;1;8.6
Not_1;66;1;11.7
Not_1;67;1;10.15
Not_1;68;1;11.75
Not_1;69;1;21.05
Not_1;70;1;8.55
Not_1;71;1;10.15
Not_1;72;1;14.85
Not_1;73;1;17.2
Not_1;74;1;20.3
Not_1;75;1;9.35
Not_1;76;1;17.15
Not_1;77;1;15.6
Not_1;78;1;17.2
Not_1;79;1;19.55
Not_1;80;1;11.7
Not_1;81;1;14.85
Not_1;82;1;17.95
Not_1;83;1;21.85
Not_1;84;1;24.2
Not_1;85;1;13.3
Not_1;86;1;19.55
Not_1;87;1;18.05
Not_1;88;1;21.85
Not_1;89;1;21.85
Not_1;90;1;17.15
Not_1;91;1;22.65
Not_1;92;1;34.35
Not_1;93;1;29.65
Not_1;94;1;39.05
Not_1;95;1;32.8
Not_1;96;1;40.6
Not_1;97;1;45.3
Not_1;98;1;53.4
Not_1;99;1;70.3
Not_1;100;1;58.5
Not_1;101;1;58.5
Not_1;102;1;66.25
Not_1;103;1;74
Not_1;104;1;70.25
Not_1;105;1;375
Not_1;106;1;82
Not_1;107;1;66.25
Not_1;108;1;85.75
Not_1;109;1;105.5
Not_1;110;1;50.75
Not_1;111;1;66.5
Not_1;112;1;85.75
Not_1;113;1;78
Not_1;114;1;105.25
Not_1;115;1;50.75
Not_1;116;1;70.25
Not_1;117;1;62.5
Not_1;118;1;89.75
Not_1;119;1;78.25
Not_1;120;1;21.5
Not_1;121;1;101.5
Not_1;122;1;136.75
Not_1;123;1;171.75
Not_1;124;1;172
Not_1;125;1;82
Not_1;126;1;101.5
Not_1;127;1;117.25
Not_1;128;1;175.75
Not_1;129;1;152.25
Not_1;130;1;70.25
Not_1;131;1;157.5
Not_1;132;1;117.5
Not_1;133;1;117.5
Not_1;134;1;195
Not_1;135;1;195
Not_1;136;1;157.5
Not_1;137;1;195
Not_1;138;1;195
Not_1;139;1;195
Not_1;140;1;155
Not_1;141;1;156.25
Not_1;142;1;175.88
Not_1;143;1;232.5
Not_1;144;1;507.5
Not_1;145;1;232.5
Not_1;146;1;195
Not_1;147;1;232.5
Not_1;148;1;350
Not_1;149;1;350
Not_1;150;1;352.5
Not_1;151;1;467.5
Not_1;152;1;780
Not_1;153;1;625
Not_1;154;1;780
Not_1;155;1;390
Not_1;156;1;275
Not_1;157;1;662.5
Not_1;158;1;547.5
Not_1;159;1;547.5
Not_1;160;1;275
Not_1;161;1;390
Not_1;162;1;467.5
Not_1;163;1;547.5
Not_1;164;1;702.5
Not_1;165;1;390
Not_1;166;1;390
Not_1;167;1;702.5
Not_1;168;1;547.5
Not_1;169;1;1015
Not_1;170;1;625
Not_1;171;1;467.5
Not_1;172;1;467.5
Not_1;173;1;597.5
Not_1;174;1;780
Not_1;175;1;742.5
Not_1;176;1;467.5
Not_1;177;1;742.5
Not_1;178;1;702.5
Not_1;179;1;742.5
Not_1;0;2;3.13
Not_1;1;2;2.35
Not_1;2;2;3.13
Not_1;3;2;3.53
Not_1;4;2;3.5
Not_1;5;2;2.35
Not_1;6;2;2.75
Not_1;7;2;3.13
Not_1;8;2;3.13
Not_1;9;2;3.93
Not_1;10;2;3.5
Not_1;11;2;4.3
Not_1;12;2;4.7
Not_1;13;2;4.3
Not_1;14;2;5.08
Not_1;15;2;3.9
Not_1;16;2;4.28
Not_1;17;2;5.48
Not_1;18;2;5.48
Not_1;19;2;8.2
Not_1;20;2;4.3
Not_1;21;2;4.3
Not_1;22;2;4.3
Not_1;23;2;5.08
Not_1;24;2;7.03
Not_1;25;2;4.3
Not_1;26;2;4.7
Not_1;27;2;5.1
Not_1;28;2;5.88
Not_1;29;2;6.25
Not_1;30;2;3.53
Not_1;31;2;4.28
Not_1;32;2;4.3
Not_1;33;2;5.85
Not_1;34;2;6.25
Not_1;35;2;4.3
Not_1;36;2;3.9
Not_1;37;2;5.08
Not_1;38;2;5.08
Not_1;39;2;6.63
Not_1;40;2;4.7
Not_1;41;2;7.03
Not_1;42;2;9.38
Not_1;43;2;7.8
Not_1;44;2;11.35
Not_1;45;2;5.85
Not_1;46;2;7.43
Not_1;47;2;7.4
Not_1;48;2;12.13
Not_1;49;2;11.7
Not_1;50;2;5.85
Not_1;51;2;7.03
Not_1;52;2;9.4
Not_1;53;2;10.15
Not_1;54;2;13.3
Not_1;55;2;7.05
Not_1;56;2;9.35
Not_1;57;2;10.15
Not_1;58;2;14.1
Not_1;59;2;14.85
Not_1;60;2;8.6
Not_1;61;2;8.6
Not_1;62;2;11.7
Not_1;63;2;14.1
Not_1;64;2;15.6
Not_1;65;2;7.8
Not_1;66;2;11.7
Not_1;67;2;9.4
Not_1;68;2;10.9
Not_1;69;2;17.95
Not_1;70;2;7.8
Not_1;71;2;10.15
Not_1;72;2;12.75
Not_1;73;2;17.95
Not_1;74;2;19.55
Not_1;75;2;9.4
Not_1;76;2;18
Not_1;77;2;14.15
Not_1;78;2;19.55
Not_1;79;2;19.55
Not_1;80;2;11.7
Not_1;81;2;14.05
Not_1;82;2;17.95
Not_1;83;2;21.9
Not_1;84;2;23.45
Not_1;85;2;15.65
Not_1;86;2;23.45
Not_1;87;2;18
Not_1;88;2;19.5
Not_1;89;2;23.45
Not_1;90;2;17.2
Not_1;91;2;21.9
Not_1;92;2;31.25
Not_1;93;2;26.55
Not_1;94;2;39.1
Not_1;95;2;33.6
Not_1;96;2;38.25
Not_1;97;2;60.2
Not_1;98;2;60.9
Not_1;99;2;70.3
Not_1;100;2;58.75
Not_1;101;2;54.5
Not_1;102;2;74.25
Not_1;103;2;86
Not_1;104;2;74.25
Not_1;105;2;70.5
Not_1;106;2;78
Not_1;107;2;70.25
Not_1;108;2;90
Not_1;109;2;90
Not_1;110;2;46.75
Not_1;111;2;58.5
Not_1;112;2;85.75
Not_1;113;2;97.5
Not_1;114;2;105.25
Not_1;115;2;46.75
Not_1;116;2;70.25
Not_1;117;2;62.5
Not_1;118;2;89.75
Not_1;119;2;82
Not_1;120;2;19.5
Not_1;121;2;89.75
Not_1;122;2;109.25
Not_1;123;2;121
Not_1;124;2;117
Not_1;125;2;78.25
Not_1;126;2;86
Not_1;127;2;101.5
Not_1;128;2;160
Not_1;129;2;183.5
Not_1;130;2;77.5
Not_1;131;2;117.5
Not_1;132;2;77.5
Not_1;133;2;155
Not_1;134;2;155
Not_1;135;2;157.5
Not_1;136;2;155
Not_1;137;2;117.5
Not_1;138;2;195
Not_1;139;2;235
Not_1;140;2;157.5
Not_1;141;2;167.88
Not_1;142;2;113.25
Not_1;143;2;350
Not_1;144;2;545
Not_1;145;2;155
Not_1;146;2;232.5
Not_1;147;2;350
Not_1;148;2;232.5
Not_1;149;2;390
Not_1;150;2;312.5
Not_1;151;2;390
Not_1;152;2;467.5
Not_1;153;2;507.5
Not_1;154;2;467.5
Not_1;155;2;272.5
Not_1;156;2;275
Not_1;157;2;625
Not_1;158;2;547.5
Not_1;159;2;547.5
Not_1;160;2;312.5
Not_1;161;2;430
Not_1;162;2;467.5
Not_1;163;2;587.5
Not_1;164;2;705
Not_1;165;2;392.5
Not_1;166;2;390
Not_1;167;2;937.5
Not_1;168;2;467.5
Not_1;169;2;1562.5
Not_1;170;2;625
Not_1;171;2;467.5
Not_1;172;2;467.5
Not_1;173;2;820
Not_1;174;2;1250
Not_1;175;2;705
Not_1;176;2;430
Not_1;177;2;782.5
Not_1;178;2;662.5
Not_1;179;2;742.5
Not_1;0;3;2.75
Not_1;1;3;2.75
Not_1;2;3;3.53
Not_1;3;3;3.13
Not_1;4;3;3.53
Not_1;5;3;1.95
Not_1;6;3;2.75
Not_1;7;3;3.13
Not_1;8;3;3.9
Not_1;9;3;3.9
Not_1;10;3;3.53
Not_1;11;3;4.7
Not_1;12;3;5.08
Not_1;13;3;4.3
Not_1;14;3;5.48
Not_1;15;3;3.5
Not_1;16;3;4.7
Not_1;17;3;5.08
Not_1;18;3;4.7
Not_1;19;3;7.8
Not_1;20;3;4.28
Not_1;21;3;4.7
Not_1;22;3;5.08
Not_1;23;3;4.7
Not_1;24;3;6.25
Not_1;25;3;3.93
Not_1;26;3;5.48
Not_1;27;3;4.68
Not_1;28;3;6.65
Not_1;29;3;5.85
Not_1;30;3;3.5
Not_1;31;3;4.3
Not_1;32;3;4.7
Not_1;33;3;5.48
Not_1;34;3;6.65
Not_1;35;3;4.3
Not_1;36;3;3.93
Not_1;37;3;4.68
Not_1;38;3;4.7
Not_1;39;3;6.65
Not_1;40;3;5.08
Not_1;41;3;7.03
Not_1;42;3;8.6
Not_1;43;3;7.43
Not_1;44;3;10.53
Not_1;45;3;5.48
Not_1;46;3;6.25
Not_1;47;3;7.8
Not_1;48;3;10.95
Not_1;49;3;11.73
Not_1;50;3;5.45
Not_1;51;3;7.03
Not_1;52;3;10.95
Not_1;53;3;10.95
Not_1;54;3;13.3
Not_1;55;3;7.8
Not_1;56;3;9.4
Not_1;57;3;10.95
Not_1;58;3;14.05
Not_1;59;3;14.85
Not_1;60;3;8.6
Not_1;61;3;9.35
Not_1;62;3;10.95
Not_1;63;3;13.3
Not_1;64;3;15.65
Not_1;65;3;8.6
Not_1;66;3;13.3
Not_1;67;3;9.4
Not_1;68;3;10.95
Not_1;69;3;17.2
Not_1;70;3;10.15
Not_1;71;3;10.15
Not_1;72;3;13.25
Not_1;73;3;16.4
Not_1;74;3;19.5
Not_1;75;3;10.15
Not_1;76;3;12.5
Not_1;77;3;14.05
Not_1;78;3;18.75
Not_1;79;3;21.85
Not_1;80;3;11.7
Not_1;81;3;14.8
Not_1;82;3;17.95
Not_1;83;3;21.1
Not_1;84;3;26.6
Not_1;85;3;17.2
Not_1;86;3;19.5
Not_1;87;3;18.75
Not_1;88;3;18
Not_1;89;3;21.85
Not_1;90;3;18
Not_1;91;3;22.65
Not_1;92;3;31.25
Not_1;93;3;26.55
Not_1;94;3;38.3
Not_1;95;3;39.85
Not_1;96;3;50.75
Not_1;97;3;55.5
Not_1;98;3;62.5
Not_1;99;3;66.4
Not_1;100;3;43
Not_1;101;3;62.5
Not_1;102;3;66.5
Not_1;103;3;82
Not_1;104;3;70.25
Not_1;105;3;109.5
Not_1;106;3;78
Not_1;107;3;58.5
Not_1;108;3;78
Not_1;109;3;89.75
Not_1;110;3;54.75
Not_1;111;3;54.75
Not_1;112;3;82
Not_1;113;3;86
Not_1;114;3;97.75
Not_1;115;3;46.75
Not_1;116;3;66.25
Not_1;117;3;58.75
Not_1;118;3;93.75
Not_1;119;3;74.25
Not_1;120;3;19.5
Not_1;121;3;86
Not_1;122;3;93.75
Not_1;123;3;132.75
Not_1;124;3;117
Not_1;125;3;82.25
Not_1;126;3;86
Not_1;127;3;121
Not_1;128;3;121
Not_1;129;3;148.5
Not_1;130;3;235
Not_1;131;3;117.5
Not_1;132;3;115
Not_1;133;3;155
Not_1;134;3;155
Not_1;135;3;155
Not_1;136;3;157.5
Not_1;137;3;157.5
Not_1;138;3;232.5
Not_1;139;3;195
Not_1;140;3;157.5
Not_1;141;3;142.63
Not_1;142;3;174.5
Not_1;143;3;350
Not_1;144;3;427.5
Not_1;145;3;157.5
Not_1;146;3;235
Not_1;147;3;312.5
Not_1;148;3;350
Not_1;149;3;312.5
Not_1;150;3;390
Not_1;151;3;312.5
Not_1;152;3;545
Not_1;153;3;625
Not_1;154;3;545
Not_1;155;3;275
Not_1;156;3;272.5
Not_1;157;3;742.5
Not_1;158;3;467.5
Not_1;159;3;547.5
Not_1;160;3;272.5
Not_1;161;3;507.5
Not_1;162;3;507.5
Not_1;163;3;547.5
Not_1;164;3;702.5
Not_1;165;3;390
Not_1;166;3;507.5
Not_1;167;3;820
Not_1;168;3;312.5
Not_1;169;3;702.5
Not_1;170;3;625
Not_1;171;3;430
Not_1;172;3;625
Not_1;173;3;742.5
Not_1;174;3;937.5
Not_1;175;3;702.5
Not_1;176;3;547.5
Not_1;177;3;780
Not_1;178;3;625
Not_1;179;3;742.5
Not_1;0;4;2.33
Not_1;1;4;2.75
Not_1;2;4;3.13
Not_1;3;4;3.13
Not_1;4;4;3.53
Not_1;5;4;2.35
Not_1;6;4;2.73
Not_1;7;4;3.53
Not_1;8;4;3.53
Not_1;9;4;3.9
Not_1;10;4;3.9
Not_1;11;4;5.45
Not_1;12;4;4.68
Not_1;13;4;4.3
Not_1;14;4;5.08
Not_1;15;4;3.93
Not_1;16;4;5.1
Not_1;17;4;4.7
Not_1;18;4;4.7
Not_1;19;4;6.65
Not_1;20;4;5.08
Not_1;21;4;3.9
Not_1;22;4;4.7
Not_1;23;4;4.68
Not_1;24;4;7.05
Not_1;25;4;4.28
Not_1;26;4;5.88
Not_1;27;4;5.08
Not_1;28;4;7.03
Not_1;29;4;6.25
Not_1;30;4;3.93
Not_1;31;4;4.3
Not_1;32;4;4.28
Not_1;33;4;5.85
Not_1;34;4;5.85
Not_1;35;4;3.9
Not_1;36;4;3.9
Not_1;37;4;5.08
Not_1;38;4;4.7
Not_1;39;4;6.63
Not_1;40;4;5.08
Not_1;41;4;7.03
Not_1;42;4;8.2
Not_1;43;4;7.03
Not_1;44;4;10.95
Not_1;45;4;5.45
Not_1;46;4;6.25
Not_1;47;4;7.43
Not_1;48;4;10.93
Not_1;49;4;11.73
Not_1;50;4;5.45
Not_1;51;4;7
Not_1;52;4;11.75
Not_1;53;4;9.35
Not_1;54;4;14.1
Not_1;55;4;8.6
Not_1;56;4;8.6
Not_1;57;4;10.15
Not_1;58;4;15.65
Not_1;59;4;14.85
Not_1;60;4;8.55
Not_1;61;4;9.4
Not_1;62;4;10.9
Not_1;63;4;15.6
Not_1;64;4;14.85
Not_1;65;4;7.8
Not_1;66;4;10.15
Not_1;67;4;10.15
Not_1;68;4;10.95
Not_1;69;4;18
Not_1;70;4;9.35
Not_1;71;4;11.7
Not_1;72;4;12.5
Not_1;73;4;15.6
Not_1;74;4;19.55
Not_1;75;4;9.35
Not_1;76;4;12.5
Not_1;77;4;13.25
Not_1;78;4;18.75
Not_1;79;4;20.35
Not_1;80;4;11.7
Not_1;81;4;13.3
Not_1;82;4;17.15
Not_1;83;4;22.65
Not_1;84;4;31.25
Not_1;85;4;17.15
Not_1;86;4;18.75
Not_1;87;4;15.65
Not_1;88;4;18.75
Not_1;89;4;23.45
Not_1;90;4;17.2
Not_1;91;4;21.1
Not_1;92;4;35.15
Not_1;93;4;32.05
Not_1;94;4;39.85
Not_1;95;4;38.25
Not_1;96;4;39.8
Not_1;97;4;57.05
Not_1;98;4;69.5
Not_1;99;4;73.4
Not_1;100;4;43
Not_1;101;4;58.5
Not_1;102;4;74
Not_1;103;4;82
Not_1;104;4;66.5
Not_1;105;4;85.75
Not_1;106;4;82
Not_1;107;4;58.5
Not_1;108;4;82
Not_1;109;4;85.75
Not_1;110;4;47
Not_1;111;4;54.5
Not_1;112;4;78
Not_1;113;4;85.75
Not_1;114;4;97.5
Not_1;115;4;46.75
Not_1;116;4;70.5
Not_1;117;4;62.5
Not_1;118;4;93.75
Not_1;119;4;74
Not_1;120;4;19.5
Not_1;121;4;93.75
Not_1;122;4;94
Not_1;123;4;117.25
Not_1;124;4;141.75
Not_1;125;4;86
Not_1;126;4;93.75
Not_1;127;4;109.25
Not_1;128;4;136.5
Not_1;129;4;148.25
Not_1;130;4;195
Not_1;131;4;117.5
Not_1;132;4;115
Not_1;133;4;155
Not_1;134;4;195
Not_1;135;4;155
Not_1;136;4;155
Not_1;137;4;115
Not_1;138;4;195
Not_1;139;4;195
Not_1;140;4;195
Not_1;141;4;148.38
Not_1;142;4;154.38
Not_1;143;4;272.5
Not_1;144;4;427.5
Not_1;145;4;157.5
Not_1;146;4;232.5
Not_1;147;4;390
Not_1;148;4;312.5
Not_1;149;4;427.5
Not_1;150;4;272.5
Not_1;151;4;467.5
Not_1;152;4;780
Not_1;153;4;625
Not_1;154;4;780
Not_1;155;4;272.5
Not_1;156;4;272.5
Not_1;157;4;547.5
Not_1;158;4;507.5
Not_1;159;4;547.5
Not_1;160;4;312.5
Not_1;161;4;467.5
Not_1;162;4;470
Not_1;163;4;547.5
Not_1;164;4;897.5
Not_1;165;4;392.5
Not_1;166;4;427.5
Not_1;167;4;665
Not_1;168;4;430
Not_1;169;4;705
Not_1;170;4;430
Not_1;171;4;625
Not_1;172;4;625
Not_1;173;4;597.5
Not_1;174;4;662.5
Not_1;175;4;900
Not_1;176;4;467.5
Not_1;177;4;977.5
Not_1;178;4;587.5
Not_1;179;4;897.5
Not_1;0;5;1.95
Not_1;1;5;2.73
Not_1;2;5;3.13
Not_1;3;5;3.13
Not_1;4;5;3.53
Not_1;5;5;2.73
Not_1;6;5;3.13
Not_1;7;5;3.53
Not_1;8;5;3.5
Not_1;9;5;3.9
Not_1;10;5;3.53
Not_1;11;5;4.3
Not_1;12;5;5.08
Not_1;13;5;3.9
Not_1;14;5;5.08
Not_1;15;5;4.7
Not_1;16;5;4.68
Not_1;17;5;4.28
Not_1;18;5;4.7
Not_1;19;5;7.03
Not_1;20;5;4.68
Not_1;21;5;5.48
Not_1;22;5;4.7
Not_1;23;5;4.7
Not_1;24;5;6.25
Not_1;25;5;3.9
Not_1;26;5;6.25
Not_1;27;5;5.48
Not_1;28;5;7.8
Not_1;29;5;6.25
Not_1;30;5;3.5
Not_1;31;5;3.93
Not_1;32;5;4.7
Not_1;33;5;5.45
Not_1;34;5;5.48
Not_1;35;5;4.3
Not_1;36;5;3.9
Not_1;37;5;5.08
Not_1;38;5;5.48
Not_1;39;5;8.2
Not_1;40;5;5.08
Not_1;41;5;7.03
Not_1;42;5;8.2
Not_1;43;5;7.43
Not_1;44;5;15.63
Not_1;45;5;5.48
Not_1;46;5;6.63
Not_1;47;5;7.8
Not_1;48;5;10.15
Not_1;49;5;13.68
Not_1;50;5;7.03
Not_1;51;5;7.8
Not_1;52;5;10.9
Not_1;53;5;10.15
Not_1;54;5;14.85
Not_1;55;5;7.05
Not_1;56;5;8.6
Not_1;57;5;10.2
Not_1;58;5;12.5
Not_1;59;5;15.6
Not_1;60;5;9.4
Not_1;61;5;9.35
Not_1;62;5;10.95
Not_1;63;5;14.05
Not_1;64;5;14.85
Not_1;65;5;8.6
Not_1;66;5;10.2
Not_1;67;5;11.7
Not_1;68;5;10.95
Not_1;69;5;17.15
Not_1;70;5;8.6
Not_1;71;5;10.15
Not_1;72;5;12.5
Not_1;73;5;16.4
Not_1;74;5;19.55
Not_1;75;5;8.6
Not_1;76;5;12.5
Not_1;77;5;12.5
Not_1;78;5;19.5
Not_1;79;5;32
Not_1;80;5;11.75
Not_1;81;5;14.05
Not_1;82;5;18.75
Not_1;83;5;28.9
Not_1;84;5;35.15
Not_1;85;5;15.65
Not_1;86;5;17.2
Not_1;87;5;15.6
Not_1;88;5;18.75
Not_1;89;5;28.1
Not_1;90;5;17.95
Not_1;91;5;19.55
Not_1;92;5;31.25
Not_1;93;5;38.25
Not_1;94;5;35.15
Not_1;95;5;38.25
Not_1;96;5;48.4
Not_1;97;5;41.4
Not_1;98;5;50.3
Not_1;99;5;69.5
Not_1;100;5;46.75
Not_1;101;5;58.5
Not_1;102;5;74.25
Not_1;103;5;66.5
Not_1;104;5;70.5
Not_1;105;5;86
Not_1;106;5;82.25
Not_1;107;5;50.75
Not_1;108;5;101.5
Not_1;109;5;113.25
Not_1;110;5;58.5
Not_1;111;5;54.5
Not_1;112;5;78
Not_1;113;5;74
Not_1;114;5;101.5
Not_1;115;5;46.75
Not_1;116;5;66.5
Not_1;117;5;62.5
Not_1;118;5;93.75
Not_1;119;5;78.25
Not_1;120;5;19.5
Not_1;121;5;90
Not_1;122;5;105.5
Not_1;123;5;140.5
Not_1;124;5;121.25
Not_1;125;5;70.25
Not_1;126;5;82
Not_1;127;5;121
Not_1;128;5;132.75
Not_1;129;5;148.25
Not_1;130;5;115
Not_1;131;5;117.5
Not_1;132;5;115
Not_1;133;5;115
Not_1;134;5;195
Not_1;135;5;157.5
Not_1;136;5;117.5
Not_1;137;5;117.5
Not_1;138;5;195
Not_1;139;5;195
Not_1;140;5;155
Not_1;141;5;113.25
Not_1;142;5;119.13
Not_1;143;5;272.5
Not_1;144;5;467.5
Not_1;145;5;157.5
Not_1;146;5;275
Not_1;147;5;352.5
Not_1;148;5;390
Not_1;149;5;350
Not_1;150;5;312.5
Not_1;151;5;352.5
Not_1;152;5;467.5
Not_1;153;5;625
Not_1;154;5;467.5
Not_1;155;5;312.5
Not_1;156;5;272.5
Not_1;157;5;470
Not_1;158;5;507.5
Not_1;159;5;507.5
Not_1;160;5;312.5
Not_1;161;5;467.5
Not_1;162;5;507.5
Not_1;163;5;705
Not_1;164;5;585
Not_1;165;5;545
Not_1;166;5;430
Not_1;167;5;662.5
Not_1;168;5;937.5
Not_1;169;5;780
Not_1;170;5;507.5
Not_1;171;5;782.5
Not_1;172;5;625
Not_1;173;5;820
Not_1;174;5;1132.5
Not_1;175;5;820
Not_1;176;5;545
Not_1;177;5;470
Not_1;178;5;510
Not_1;179;5;702.5
Not_1;0;6;2.35
Not_1;1;6;2.75
Not_1;2;6;3.13
Not_1;3;6;3.53
Not_1;4;6;3.9
Not_1;5;6;3.13
Not_1;6;6;2.73
Not_1;7;6;3.13
Not_1;8;6;3.53
Not_1;9;6;3.53
Not_1;10;6;3.53
Not_1;11;6;4.3
Not_1;12;6;4.68
Not_1;13;6;3.9
Not_1;14;6;5.08
Not_1;15;6;3.9
Not_1;16;6;4.68
Not_1;17;6;4.7
Not_1;18;6;5.08
Not_1;19;6;8.6
Not_1;20;6;4.68
Not_1;21;6;5.08
Not_1;22;6;4.28
Not_1;23;6;5.1
Not_1;24;6;7.03
Not_1;25;6;4.7
Not_1;26;6;5.08
Not_1;27;6;5.85
Not_1;28;6;7.83
Not_1;29;6;5.85
Not_1;30;6;3.53
Not_1;31;6;3.93
Not_1;32;6;4.3
Not_1;33;6;7.03
Not_1;34;6;7.4
Not_1;35;6;3.9
Not_1;36;6;3.93
Not_1;37;6;5.08
Not_1;38;6;4.68
Not_1;39;6;7.43
Not_1;40;6;5.45
Not_1;41;6;7.43
Not_1;42;6;8.98
Not_1;43;6;7.43
Not_1;44;6;13.68
Not_1;45;6;5.48
Not_1;46;6;8.98
Not_1;47;6;10.15
Not_1;48;6;12.5
Not_1;49;6;10.15
Not_1;50;6;5.48
Not_1;51;6;9.35
Not_1;52;6;9.4
Not_1;53;6;9.4
Not_1;54;6;13.3
Not_1;55;6;7.8
Not_1;56;6;8.6
Not_1;57;6;10.15
Not_1;58;6;11.75
Not_1;59;6;15.6
Not_1;60;6;7.8
Not_1;61;6;9.35
Not_1;62;6;12.5
Not_1;63;6;13.3
Not_1;64;6;18.75
Not_1;65;6;9.4
Not_1;66;6;10.9
Not_1;67;6;9.4
Not_1;68;6;13.3
Not_1;69;6;19.55
Not_1;70;6;8.6
Not_1;71;6;10.95
Not_1;72;6;12.5
Not_1;73;6;15.65
Not_1;74;6;20.3
Not_1;75;6;8.6
Not_1;76;6;12.5
Not_1;77;6;12.5
Not_1;78;6;26.6
Not_1;79;6;27.35
Not_1;80;6;11.75
Not_1;81;6;16.4
Not_1;82;6;21.1
Not_1;83;6;22.65
Not_1;84;6;28.9
Not_1;85;6;13.25
Not_1;86;6;17.2
Not_1;87;6;17.15
Not_1;88;6;22.65
Not_1;89;6;25.8
Not_1;90;6;17.2
Not_1;91;6;26.55
Not_1;92;6;31.25
Not_1;93;6;31.25
Not_1;94;6;42.95
Not_1;95;6;34.35
Not_1;96;6;38.25
Not_1;97;6;54.65
Not_1;98;6;55.45
Not_1;99;6;67.95
Not_1;100;6;43
Not_1;101;6;50.75
Not_1;102;6;82
Not_1;103;6;66.5
Not_1;104;6;70.5
Not_1;105;6;74
Not_1;106;6;78
Not_1;107;6;62.5
Not_1;108;6;97.5
Not_1;109;6;125
Not_1;110;6;54.75
Not_1;111;6;54.5
Not_1;112;6;66.25
Not_1;113;6;78
Not_1;114;6;121
Not_1;115;6;46.75
Not_1;116;6;54.5
Not_1;117;6;62.5
Not_1;118;6;105.5
Not_1;119;6;74.25
Not_1;120;6;60.63
Not_1;121;6;82
Not_1;122;6;109.5
Not_1;123;6;113.25
Not_1;124;6;125
Not_1;125;6;70.25
Not_1;126;6;82
Not_1;127;6;105.5
Not_1;128;6;136.5
Not_1;129;6;160
Not_1;130;6;115
Not_1;131;6;117.5
Not_1;132;6;77.5
Not_1;133;6;155
Not_1;134;6;155
Not_1;135;6;115
Not_1;136;6;155
Not_1;137;6;155
Not_1;138;6;197.5
Not_1;139;6;195
Not_1;140;6;155
Not_1;141;6;156.25
Not_1;142;6;152.38
Not_1;143;6;312.5
Not_1;144;6;430
Not_1;145;6;197.5
Not_1;146;6;235
Not_1;147;6;312.5
Not_1;148;6;352.5
Not_1;149;6;390
Not_1;150;6;312.5
Not_1;151;6;312.5
Not_1;152;6;545
Not_1;153;6;507.5
Not_1;154;6;625
Not_1;155;6;312.5
Not_1;156;6;272.5
Not_1;157;6;390
Not_1;158;6;507.5
Not_1;159;6;665
Not_1;160;6;312.5
Not_1;161;6;507.5
Not_1;162;6;705
Not_1;163;6;547.5
Not_1;164;6;625
Not_1;165;6;390
Not_1;166;6;547.5
Not_1;167;6;625
Not_1;168;6;820
Not_1;169;6;1055
Not_1;170;6;547.5
Not_1;171;6;900
Not_1;172;6;430
Not_1;173;6;742.5
Not_1;174;6;780
