alg;inst;repl ;tempo
Not_2;164;25;665
Not_2;165;25;430
Not_2;166;25;780
Not_2;167;25;625
Not_2;168;25;1132.5
Not_2;169;25;625
Not_2;170;25;507.5
Not_2;171;25;467.5
Not_2;172;25;975
Not_2;173;25;820
Not_2;174;25;820
Not_2;175;25;662.5
Not_2;176;25;625
Not_2;177;25;665
Not_2;178;25;1055
Not_2;179;25;1095
Not_2;0;26;1.95
Not_2;1;26;1.55
Not_2;2;26;2.75
Not_2;3;26;4.3
Not_2;4;26;3.13
Not_2;5;26;1.55
Not_2;6;26;1.55
Not_2;7;26;1.95
Not_2;8;26;3.53
Not_2;9;26;3.53
Not_2;10;26;2.33
Not_2;11;26;4.3
Not_2;12;26;4.3
Not_2;13;26;5.85
Not_2;14;26;5.48
Not_2;15;26;2.33
Not_2;16;26;2.73
Not_2;17;26;2.75
Not_2;18;26;5.1
Not_2;19;26;3.9
Not_2;20;26;2.73
Not_2;21;26;1.95
Not_2;22;26;4.3
Not_2;23;26;3.9
Not_2;24;26;5.48
Not_2;25;26;2.73
Not_2;26;26;3.53
Not_2;27;26;5.85
Not_2;28;26;4.7
Not_2;29;26;5.08
Not_2;30;26;1.58
Not_2;31;26;1.95
Not_2;32;26;5.08
Not_2;33;26;5.1
Not_2;34;26;4.3
Not_2;35;26;2.35
Not_2;36;26;3.53
Not_2;37;26;3.9
Not_2;38;26;5.45
Not_2;39;26;4.65
Not_2;40;26;7
Not_2;41;26;5.45
Not_2;42;26;6.25
Not_2;43;26;6.25
Not_2;44;26;14.85
Not_2;45;26;5.45
Not_2;46;26;3.1
Not_2;47;26;7.85
Not_2;48;26;4.7
Not_2;49;26;6.25
Not_2;50;26;3.1
Not_2;51;26;7
Not_2;52;26;6.25
Not_2;53;26;7
Not_2;54;26;9.35
Not_2;55;26;2.35
Not_2;56;26;9.4
Not_2;57;26;5.45
Not_2;58;26;13.3
Not_2;59;26;17.2
Not_2;60;26;7
Not_2;61;26;7
Not_2;62;26;13.25
Not_2;63;26;12.5
Not_2;64;26;16.4
Not_2;65;26;7.85
Not_2;66;26;3.15
Not_2;67;26;4.7
Not_2;68;26;8.6
Not_2;69;26;12.5
Not_2;70;26;4.65
Not_2;71;26;6.25
Not_2;72;26;5.45
Not_2;73;26;5.5
Not_2;74;26;12.5
Not_2;75;26;6.25
Not_2;76;26;11.7
Not_2;77;26;11.7
Not_2;78;26;15.15
Not_2;79;26;18.75
Not_2;80;26;4.65
Not_2;81;26;12.45
Not_2;82;26;9.35
Not_2;83;26;24.2
Not_2;84;26;28.1
Not_2;85;26;10.15
Not_2;86;26;7.85
Not_2;87;26;15.6
Not_2;88;26;25
Not_2;89;26;24.2
Not_2;90;26;13.75
Not_2;91;26;19.63
Not_2;92;26;25.38
Not_2;93;26;15.63
Not_2;94;26;27.38
Not_2;95;26;46.88
Not_2;96;26;29.38
Not_2;97;26;21.38
Not_2;98;26;37.13
Not_2;99;26;70.25
Not_2;100;26;23.25
Not_2;101;26;58.5
Not_2;102;26;39
Not_2;103;26;46.75
Not_2;104;26;47
Not_2;105;26;70.25
Not_2;106;26;47
Not_2;107;26;54.5
Not_2;108;26;54.75
Not_2;109;26;86
Not_2;110;26;47
Not_2;111;26;42.75
Not_2;112;26;50.75
Not_2;113;26;66.25
Not_2;114;26;54.5
Not_2;115;26;70.25
Not_2;116;26;31.25
Not_2;117;26;74.25
Not_2;118;26;27.25
Not_2;119;26;58.5
Not_2;120;26;64.5
Not_2;121;26;58.75
Not_2;122;26;109.5
Not_2;123;26;129
Not_2;124;26;117
Not_2;125;26;62.5
Not_2;126;26;78.25
Not_2;127;26;125
Not_2;128;26;70.25
Not_2;129;26;164
Not_2;130;26;50.75
Not_2;131;26;70.25
Not_2;132;26;97.75
Not_2;133;26;109.25
Not_2;134;26;113.25
Not_2;135;26;97.75
Not_2;136;26;101.75
Not_2;137;26;58.75
Not_2;138;26;74.25
Not_2;139;26;144.5
Not_2;140;26;85.75
Not_2;141;26;172
Not_2;142;26;171.75
Not_2;143;26;195.25
Not_2;144;26;253.75
Not_2;145;26;232.5
Not_2;146;26;157.5
Not_2;147;26;115
Not_2;148;26;155
Not_2;149;26;117.5
Not_2;150;26;155
Not_2;151;26;232.5
Not_2;152;26;507.5
Not_2;153;26;430
Not_2;154;26;312.5
Not_2;155;26;195
Not_2;156;26;392.5
Not_2;157;26;392.5
Not_2;158;26;470
Not_2;159;26;625
Not_2;160;26;350
Not_2;161;26;390
Not_2;162;26;430
Not_2;163;26;430
Not_2;164;26;547.5
Not_2;165;26;310
Not_2;166;26;780
Not_2;167;26;780
Not_2;168;26;950
Not_2;169;26;1052.5
Not_2;170;26;392.5
Not_2;171;26;510
Not_2;172;26;702.5
Not_2;173;26;820
Not_2;174;26;820
Not_2;175;26;662.5
Not_2;176;26;625
Not_2;177;26;662.5
Not_2;178;26;702.5
Not_2;179;26;1132.5
Not_2;0;27;1.95
Not_2;1;27;1.58
Not_2;2;27;2.75
Not_2;3;27;3.53
Not_2;4;27;3.13
Not_2;5;27;1.58
Not_2;6;27;1.55
Not_2;7;27;1.95
Not_2;8;27;3.9
Not_2;9;27;3.53
Not_2;10;27;2.35
Not_2;11;27;4.3
Not_2;12;27;3.9
Not_2;13;27;5.88
Not_2;14;27;5.08
Not_2;15;27;2.35
Not_2;16;27;2.73
Not_2;17;27;2.35
Not_2;18;27;4.7
Not_2;19;27;6.25
Not_2;20;27;2.73
Not_2;21;27;1.95
Not_2;22;27;4.7
Not_2;23;27;4.68
Not_2;24;27;5.08
Not_2;25;27;3.9
Not_2;26;27;3.53
Not_2;27;27;5.88
Not_2;28;27;5.08
Not_2;29;27;5.08
Not_2;30;27;1.95
Not_2;31;27;1.95
Not_2;32;27;3.9
Not_2;33;27;4.7
Not_2;34;27;4.3
Not_2;35;27;2.35
Not_2;36;27;3.9
Not_2;37;27;3.9
Not_2;38;27;6.25
Not_2;39;27;6.25
Not_2;40;27;3.9
Not_2;41;27;4.65
Not_2;42;27;6.25
Not_2;43;27;9.35
Not_2;44;27;11.75
Not_2;45;27;5.45
Not_2;46;27;3.15
Not_2;47;27;7.8
Not_2;48;27;5.45
Not_2;49;27;10.95
Not_2;50;27;3.1
Not_2;51;27;6.25
Not_2;52;27;7.05
Not_2;53;27;7.05
Not_2;54;27;7.8
Not_2;55;27;3.15
Not_2;56;27;9.4
Not_2;57;27;10.95
Not_2;58;27;10.15
Not_2;59;27;19.5
Not_2;60;27;7.85
Not_2;61;27;7.85
Not_2;62;27;12.5
Not_2;63;27;7
Not_2;64;27;14.8
Not_2;65;27;6.25
Not_2;66;27;3.9
Not_2;67;27;5.5
Not_2;68;27;8.6
Not_2;69;27;15.6
Not_2;70;27;5.5
Not_2;71;27;6.25
Not_2;72;27;5.5
Not_2;73;27;6.2
Not_2;74;27;12.5
Not_2;75;27;6.25
Not_2;76;27;10.95
Not_2;77;27;11.75
Not_2;78;27;16.4
Not_2;79;27;18.75
Not_2;80;27;3.9
Not_2;81;27;11.7
Not_2;82;27;11.7
Not_2;83;27;25.75
Not_2;84;27;25
Not_2;85;27;10.95
Not_2;86;27;6.25
Not_2;87;27;17.15
Not_2;88;27;19.5
Not_2;89;27;12.5
Not_2;90;27;15.63
Not_2;91;27;27.38
Not_2;92;27;29.38
Not_2;93;27;17.63
Not_2;94;27;27.38
Not_2;95;27;39
Not_2;96;27;48.88
Not_2;97;27;35.25
Not_2;98;27;58.63
Not_2;99;27;50.75
Not_2;100;27;23.5
Not_2;101;27;42.75
Not_2;102;27;35.25
Not_2;103;27;58.5
Not_2;104;27;43
Not_2;105;27;375
Not_2;106;27;46.75
Not_2;107;27;58.5
Not_2;108;27;66.25
Not_2;109;27;86
Not_2;110;27;47
Not_2;111;27;39
Not_2;112;27;46.75
Not_2;113;27;66.25
Not_2;114;27;85.75
Not_2;115;27;93.75
Not_2;116;27;43
Not_2;117;27;66.5
Not_2;118;27;35
Not_2;119;27;54.75
Not_2;120;27;62.5
Not_2;121;27;62.5
Not_2;122;27;93.75
Not_2;123;27;101.5
Not_2;124;27;152.25
Not_2;125;27;82.25
Not_2;126;27;66.25
Not_2;127;27;97.5
Not_2;128;27;179.5
Not_2;129;27;121
Not_2;130;27;50.75
Not_2;131;27;82
Not_2;132;27;113.25
Not_2;133;27;113.25
Not_2;134;27;101.5
Not_2;135;27;117.25
Not_2;136;27;105.5
Not_2;137;27;58.75
Not_2;138;27;144.5
Not_2;139;27;183.5
Not_2;140;27;117.25
Not_2;141;27;74
Not_2;142;27;183.5
Not_2;143;27;207
Not_2;144;27;293
Not_2;145;27;195
Not_2;146;27;115
Not_2;147;27;117.5
Not_2;148;27;312.5
Not_2;149;27;155
Not_2;150;27;155
Not_2;151;27;235
Not_2;152;27;115
Not_2;153;27;430
Not_2;154;27;312.5
Not_2;155;27;235
Not_2;156;27;272.5
Not_2;157;27;272.5
Not_2;158;27;507.5
Not_2;159;27;350
Not_2;160;27;352.5
Not_2;161;27;352.5
Not_2;162;27;392.5
Not_2;163;27;427.5
Not_2;164;27;547.5
Not_2;165;27;507.5
Not_2;166;27;780
Not_2;167;27;702.5
Not_2;168;27;545
Not_2;169;27;1015
Not_2;170;27;430
Not_2;171;27;547.5
Not_2;172;27;975
Not_2;173;27;937.5
Not_2;174;27;937.5
Not_2;175;27;625
Not_2;176;27;235
Not_2;177;27;702.5
Not_2;178;27;742.5
Not_2;179;27;937.5
Not_2;0;28;2.35
Not_2;1;28;1.95
Not_2;2;28;2.73
Not_2;3;28;3.13
Not_2;4;28;3.13
Not_2;5;28;1.58
Not_2;6;28;1.55
Not_2;7;28;1.58
Not_2;8;28;3.53
Not_2;9;28;3.53
Not_2;10;28;2.35
Not_2;11;28;4.3
Not_2;12;28;4.28
Not_2;13;28;4.28
Not_2;14;28;5.48
Not_2;15;28;2.35
Not_2;16;28;3.13
Not_2;17;28;2.33
Not_2;18;28;4.68
Not_2;19;28;5.85
Not_2;20;28;2.75
Not_2;21;28;1.95
Not_2;22;28;4.3
Not_2;23;28;4.3
Not_2;24;28;5.1
Not_2;25;28;3.5
Not_2;26;28;4.3
Not_2;27;28;5.45
Not_2;28;28;5.08
Not_2;29;28;5.85
Not_2;30;28;1.55
Not_2;31;28;2.33
Not_2;32;28;3.9
Not_2;33;28;5.08
Not_2;34;28;5.85
Not_2;35;28;2.35
Not_2;36;28;3.93
Not_2;37;28;3.9
Not_2;38;28;5.45
Not_2;39;28;4.7
Not_2;40;28;5.45
Not_2;41;28;7
Not_2;42;28;6.25
Not_2;43;28;9.35
Not_2;44;28;10.15
Not_2;45;28;7.05
Not_2;46;28;3.1
Not_2;47;28;11.75
Not_2;48;28;4.65
Not_2;49;28;11.7
Not_2;50;28;3.1
Not_2;51;28;3.1
Not_2;52;28;7
Not_2;53;28;7.8
Not_2;54;28;7.05
Not_2;55;28;3.1
Not_2;56;28;9.35
Not_2;57;28;13.3
Not_2;58;28;10.15
Not_2;59;28;14.85
Not_2;60;28;7.05
Not_2;61;28;6.25
Not_2;62;28;13.3
Not_2;63;28;5.5
Not_2;64;28;15.65
Not_2;65;28;4.65
Not_2;66;28;3.9
Not_2;67;28;5.45
Not_2;68;28;8.6
Not_2;69;28;9.4
Not_2;70;28;5.45
Not_2;71;28;6.25
Not_2;72;28;10.15
Not_2;73;28;10.95
Not_2;74;28;12.5
Not_2;75;28;6.25
Not_2;76;28;10.95
Not_2;77;28;11.75
Not_2;78;28;21.1
Not_2;79;28;20.35
Not_2;80;28;4.7
Not_2;81;28;15.6
Not_2;82;28;14.8
Not_2;83;28;23.45
Not_2;84;28;25
Not_2;85;28;11.7
Not_2;86;28;7.05
Not_2;87;28;22.65
Not_2;88;28;21.85
Not_2;89;28;24.2
Not_2;90;28;17.63
Not_2;91;28;25.38
Not_2;92;28;25.5
Not_2;93;28;17.63
Not_2;94;28;27.25
Not_2;95;28;29.25
Not_2;96;28;31.25
Not_2;97;28;31.25
Not_2;98;28;60.5
Not_2;99;28;46.88
Not_2;100;28;23.5
Not_2;101;28;62.5
Not_2;102;28;39
Not_2;103;28;58.75
Not_2;104;28;43
Not_2;105;28;375
Not_2;106;28;50.75
Not_2;107;28;23.25
Not_2;108;28;70.25
Not_2;109;28;62.5
Not_2;110;28;47
Not_2;111;28;66.5
Not_2;112;28;54.5
Not_2;113;28;85.75
Not_2;114;28;82
Not_2;115;28;39
Not_2;116;28;47
Not_2;117;28;66.5
Not_2;118;28;35
Not_2;119;28;54.75
Not_2;120;28;25.38
Not_2;121;28;58.5
Not_2;122;28;93.75
Not_2;123;28;109.25
Not_2;124;28;97.5
Not_2;125;28;78
Not_2;126;28;93.75
Not_2;127;28;62.5
Not_2;128;28;160
Not_2;129;28;156.25
Not_2;130;28;54.75
Not_2;131;28;90
Not_2;132;28;78.25
Not_2;133;28;85.75
Not_2;134;28;70.25
Not_2;135;28;101.75
Not_2;136;28;117.25
Not_2;137;28;129
Not_2;138;28;101.5
Not_2;139;28;132.75
Not_2;140;28;85.75
Not_2;141;28;66.5
Not_2;142;28;74
Not_2;143;28;183.5
Not_2;144;28;289.25
Not_2;145;28;195
Not_2;146;28;157.5
Not_2;147;28;40
Not_2;148;28;272.5
Not_2;149;28;195
Not_2;150;28;195
Not_2;151;28;235
Not_2;152;28;155
Not_2;153;28;1240
Not_2;154;28;312.5
Not_2;155;28;235
Not_2;156;28;272.5
Not_2;157;28;272.5
Not_2;158;28;467.5
Not_2;159;28;547.5
Not_2;160;28;312.5
Not_2;161;28;390
Not_2;162;28;390
Not_2;163;28;390
Not_2;164;28;430
Not_2;165;28;507.5
Not_2;166;28;662.5
Not_2;167;28;702.5
Not_2;168;28;625
Not_2;169;28;622.5
Not_2;170;28;470
Not_2;171;28;507.5
Not_2;172;28;702.5
Not_2;173;28;820
Not_2;174;28;820
Not_2;175;28;547.5
Not_2;176;28;195
Not_2;177;28;585
Not_2;178;28;782.5
Not_2;179;28;977.5
Not_2;0;29;1.95
Not_2;1;29;1.58
Not_2;2;29;2.73
Not_2;3;29;3.13
Not_2;4;29;2.73
Not_2;5;29;1.58
Not_2;6;29;1.95
Not_2;7;29;1.95
Not_2;8;29;2.73
Not_2;9;29;3.5
Not_2;10;29;2.35
Not_2;11;29;4.28
Not_2;12;29;4.7
Not_2;13;29;4.3
Not_2;14;29;6.63
Not_2;15;29;1.95
Not_2;16;29;3.53
Not_2;17;29;2.75
Not_2;18;29;4.7
Not_2;19;29;5.88
Not_2;20;29;2.75
Not_2;21;29;1.95
Not_2;22;29;3.13
Not_2;23;29;5.08
Not_2;24;29;5.08
Not_2;25;29;4.7
Not_2;26;29;3.9
Not_2;27;29;5.1
Not_2;28;29;5.48
Not_2;29;29;6.63
Not_2;30;29;1.55
Not_2;31;29;2.35
Not_2;32;29;5.08
Not_2;33;29;4.7
Not_2;34;29;6.25
Not_2;35;29;2.35
Not_2;36;29;4.3
Not_2;37;29;3.9
Not_2;38;29;6.25
Not_2;39;29;4.65
Not_2;40;29;4.65
Not_2;41;29;3.9
Not_2;42;29;6.25
Not_2;43;29;6.25
Not_2;44;29;14.05
Not_2;45;29;6.25
Not_2;46;29;3.15
Not_2;47;29;7.8
Not_2;48;29;11.7
Not_2;49;29;11.7
Not_2;50;29;3.15
Not_2;51;29;6.25
Not_2;52;29;5.45
Not_2;53;29;7
Not_2;54;29;7.85
Not_2;55;29;3.15
Not_2;56;29;9.35
Not_2;57;29;10.15
Not_2;58;29;13.3
Not_2;59;29;14.85
Not_2;60;29;7.05
Not_2;61;29;6.25
Not_2;62;29;12.5
Not_2;63;29;5.45
Not_2;64;29;14.85
Not_2;65;29;4.7
Not_2;66;29;3.9
Not_2;67;29;5.45
Not_2;68;29;9.4
Not_2;69;29;9.4
Not_2;70;29;4.7
Not_2;71;29;6.25
Not_2;72;29;7.8
Not_2;73;29;10.95
Not_2;74;29;21.9
Not_2;75;29;6.25
Not_2;76;29;7
Not_2;77;29;14.05
Not_2;78;29;10.95
Not_2;79;29;12.5
Not_2;80;29;4.7
Not_2;81;29;8.55
Not_2;82;29;15.6
Not_2;83;29;12.5
Not_2;84;29;24.2
Not_2;85;29;10.95
Not_2;86;29;5.45
Not_2;87;29;17.15
Not_2;88;29;25
Not_2;89;29;21.1
Not_2;90;29;13.63
Not_2;91;29;25.38
Not_2;92;29;25.38
Not_2;93;29;15.63
Not_2;94;29;29.25
Not_2;95;29;39
Not_2;96;29;33.13
Not_2;97;29;33.25
Not_2;98;29;70.25
Not_2;99;29;64.5
Not_2;100;29;23.5
Not_2;101;29;70.25
Not_2;102;29;35.25
Not_2;103;29;70.5
Not_2;104;29;70.5
Not_2;105;29;375
Not_2;106;29;50.75
Not_2;107;29;35
Not_2;108;29;74.25
Not_2;109;29;58.5
Not_2;110;29;46.75
Not_2;111;29;19.5
Not_2;112;29;50.75
Not_2;113;29;70.25
Not_2;114;29;90
Not_2;115;29;31.25
Not_2;116;29;47
Not_2;117;29;58.75
Not_2;118;29;35.25
Not_2;119;29;54.75
Not_2;120;29;39
Not_2;121;29;70.25
Not_2;122;29;101.5
Not_2;123;29;125
Not_2;124;29;136.5
Not_2;125;29;78
Not_2;126;29;85.75
Not_2;127;29;125
Not_2;128;29;132.75
Not_2;129;29;156.25
Not_2;130;29;54.5
Not_2;131;29;89.75
Not_2;132;29;23.5
Not_2;133;29;105.5
Not_2;134;29;117
Not_2;135;29;113.25
Not_2;136;29;113.25
Not_2;137;29;144.5
Not_2;138;29;168
Not_2;139;29;167.75
Not_2;140;29;117.25
Not_2;141;29;50.75
Not_2;142;29;187.5
Not_2;143;29;167.75
Not_2;144;29;246
Not_2;145;29;197.5
Not_2;146;29;157.5
Not_2;147;29;77.5
Not_2;148;29;312.5
Not_2;149;29;272.5
Not_2;150;29;195
Not_2;151;29;232.5
Not_2;152;29;117.5
Not_2;153;29;920
Not_2;154;29;352.5
Not_2;155;29;235
Not_2;156;29;272.5
Not_2;157;29;272.5
Not_2;158;29;350
Not_2;159;29;585
Not_2;160;29;350
Not_2;161;29;352.5
Not_2;162;29;585
Not_2;163;29;430
Not_2;164;29;470
Not_2;165;29;390
Not_2;166;29;350
Not_2;167;29;662.5
Not_2;168;29;1052.5
Not_2;169;29;1055
Not_2;170;29;430
Not_2;171;29;390
Not_2;172;29;975
Not_2;173;29;937.5
Not_2;174;29;820
Not_2;175;29;390
Not_2;176;29;195
Not_2;177;29;585
Not_2;178;29;585
Not_2;179;29;900
Not_2;0;30;1.95
Not_2;1;30;1.95
Not_2;2;30;3.13
Not_2;3;30;3.13
Not_2;4;30;3.13
Not_2;5;30;2.35
Not_2;6;30;1.58
Not_2;7;30;1.95
Not_2;8;30;3.5
Not_2;9;30;3.53
Not_2;10;30;2.75
Not_2;11;30;3.53
Not_2;12;30;4.3
Not_2;13;30;4.28
Not_2;14;30;6.65
Not_2;15;30;1.95
Not_2;16;30;3.53
Not_2;17;30;2.35
Not_2;18;30;5.45
Not_2;19;30;6.25
Not_2;20;30;3.13
Not_2;21;30;2.35
Not_2;22;30;3.13
Not_2;23;30;5.88
Not_2;24;30;5.48
Not_2;25;30;4.7
Not_2;26;30;4.3
Not_2;27;30;4.68
Not_2;28;30;4.28
Not_2;29;30;5.48
Not_2;30;30;1.95
Not_2;31;30;1.95
Not_2;32;30;4.68
Not_2;33;30;5.08
Not_2;34;30;5.08
Not_2;35;30;2.33
Not_2;36;30;3.53
Not_2;37;30;3.9
Not_2;38;30;6.25
Not_2;39;30;4.7
Not_2;40;30;3.9
Not_2;41;30;4.65
Not_2;42;30;6.25
Not_2;43;30;7
Not_2;44;30;10.15
Not_2;45;30;5.45
Not_2;46;30;3.15
Not_2;47;30;7.8
Not_2;48;30;12.5
Not_2;49;30;10.95
Not_2;50;30;5.45
Not_2;51;30;7
Not_2;52;30;5.45
Not_2;53;30;8.6
Not_2;54;30;7.8
Not_2;55;30;3.1
Not_2;56;30;10.15
Not_2;57;30;9.4
Not_2;58;30;12.5
Not_2;59;30;10.9
Not_2;60;30;6.25
Not_2;61;30;6.25
Not_2;62;30;7
Not_2;63;30;6.25
Not_2;64;30;14.35
Not_2;65;30;4.7
Not_2;66;30;3.9
Not_2;67;30;5.45
Not_2;68;30;5.45
Not_2;69;30;9.35
Not_2;70;30;2.35
Not_2;71;30;6.25
Not_2;72;30;7.85
Not_2;73;30;10.95
Not_2;74;30;20.35
Not_2;75;30;7.05
Not_2;76;30;10.15
Not_2;77;30;15.6
Not_2;78;30;7.85
Not_2;79;30;13.3
Not_2;80;30;9.4
Not_2;81;30;14.8
Not_2;82;30;15.6
Not_2;83;30;22.65
Not_2;84;30;25.75
Not_2;85;30;11.75
Not_2;86;30;5.45
Not_2;87;30;16.4
Not_2;88;30;19.5
Not_2;89;30;22.65
Not_2;90;30;13.63
Not_2;91;30;25.38
Not_2;92;30;25.38
Not_2;93;30;17.5
Not_2;94;30;31.25
Not_2;95;30;29.25
Not_2;96;30;33.25
Not_2;97;30;46.88
Not_2;98;30;44.88
Not_2;99;30;62.5
Not_2;100;30;23.25
Not_2;101;30;46.75
Not_2;102;30;31.25
Not_2;103;30;74.25
Not_2;104;30;74.25
Not_2;105;30;375
Not_2;106;30;50.75
Not_2;107;30;47
Not_2;108;30;54.75
Not_2;109;30;58.5
Not_2;110;30;50.75
Not_2;111;30;66.25
Not_2;112;30;35
Not_2;113;30;46.75
Not_2;114;30;70.25
Not_2;115;30;35
Not_2;116;30;43
Not_2;117;30;47
Not_2;118;30;66.5
Not_2;119;30;62.5
Not_2;120;30;54.63
Not_2;121;30;97.75
Not_2;122;30;97.5
Not_2;123;30;101.5
Not_2;124;30;132.75
Not_2;125;30;70.25
Not_2;126;30;82
Not_2;127;30;93.75
Not_2;128;30;35.25
Not_2;129;30;148.5
Not_2;130;30;42.75
Not_2;131;30;62.5
Not_2;132;30;27.25
Not_2;133;30;105.5
Not_2;134;30;54.75
Not_2;135;30;97.75
Not_2;136;30;82
Not_2;137;30;117.25
Not_2;138;30;183.75
Not_2;139;30;97.75
Not_2;140;30;85.75
Not_2;141;30;58.5
Not_2;142;30;144.5
Not_2;143;30;195.25
Not_2;144;30;285.25
Not_2;145;30;195
Not_2;146;30;157.5
Not_2;147;30;77.5
Not_2;148;30;312.5
Not_2;149;30;272.5
Not_2;150;30;117.5
Not_2;151;30;155
Not_2;152;30;155
Not_2;153;30;1240
Not_2;154;30;275
Not_2;155;30;275
Not_2;156;30;312.5
Not_2;157;30;312.5
Not_2;158;30;312.5
Not_2;159;30;665
Not_2;160;30;352.5
Not_2;161;30;352.5
Not_2;162;30;547.5
Not_2;163;30;392.5
Not_2;164;30;507.5
Not_2;165;30;547.5
Not_2;166;30;625
Not_2;167;30;665
Not_2;168;30;1015
Not_2;169;30;1287.5
Not_2;170;30;430
Not_2;171;30;390
Not_2;172;30;702.5
Not_2;173;30;897.5
Not_2;174;30;937.5
Not_2;175;30;390
Not_2;176;30;235
Not_2;177;30;665
Not_2;178;30;665
Not_2;179;30;900
Not_3;0;1;3.53
Not_3;1;1;3.13
Not_3;2;1;4.28
Not_3;3;1;3.9
Not_3;4;1;7.4
Not_3;5;1;3.5
Not_3;6;1;4.3
Not_3;7;1;4.28
Not_3;8;1;4.28
Not_3;9;1;5.08
Not_3;10;1;2.73
Not_3;11;1;6.25
Not_3;12;1;5.45
Not_3;13;1;5.45
Not_3;14;1;5.88
Not_3;15;1;3.13
Not_3;16;1;3.9
Not_3;17;1;7.43
Not_3;18;1;7.8
Not_3;19;1;5.88
Not_3;20;1;4.28
Not_3;21;1;5.85
Not_3;22;1;6.25
Not_3;23;1;5.45
Not_3;24;1;5.85
Not_3;25;1;4.68
Not_3;26;1;5.45
Not_3;27;1;4.28
Not_3;28;1;7.03
Not_3;29;1;7.4
Not_3;30;1;4.28
Not_3;31;1;4.7
Not_3;32;1;5.45
Not_3;33;1;7.8
Not_3;34;1;6.63
Not_3;35;1;4.28
Not_3;36;1;2.73
Not_3;37;1;7.83
Not_3;38;1;5.88
Not_3;39;1;6.63
Not_3;40;1;5.45
Not_3;41;1;9.35
Not_3;42;1;10.95
Not_3;43;1;12.13
Not_3;44;1;12.5
Not_3;45;1;6.25
Not_3;46;1;7.4
Not_3;47;1;6.63
Not_3;48;1;12.5
Not_3;49;1;12.88
Not_3;50;1;5.85
Not_3;51;1;7.83
Not_3;52;1;9.35
Not_3;53;1;13.65
Not_3;54;1;16.55
Not_3;55;1;10.93
Not_3;56;1;12.88
Not_3;57;1;8.6
Not_3;58;1;8.58
Not_3;59;1;22.65
Not_3;60;1;7.4
Not_3;61;1;9.75
Not_3;62;1;11.33
Not_3;63;1;10.15
Not_3;64;1;21.88
Not_3;65;1;6.63
Not_3;66;1;5.45
Not_3;67;1;9
Not_3;68;1;10.53
Not_3;69;1;16
Not_3;70;1;8.55
Not_3;71;1;10.15
Not_3;72;1;7.8
Not_3;73;1;18
Not_3;74;1;17.95
Not_3;75;1;10.15
Not_3;76;1;16.4
Not_3;77;1;17.15
Not_3;78;1;24.2
Not_3;79;1;20.3
Not_3;80;1;9.35
Not_3;81;1;10.9
Not_3;82;1;12.5
Not_3;83;1;21.85
Not_3;84;1;29.65
Not_3;85;1;13.25
Not_3;86;1;12.5
Not_3;87;1;17.95
Not_3;88;1;22.65
Not_3;89;1;17.95
Not_3;90;1;11.7
Not_3;91;1;15.6
Not_3;92;1;31.25
Not_3;93;1;30.45
Not_3;94;1;34.35
Not_3;95;1;18.75
Not_3;96;1;24.55
Not_3;97;1;33.6
Not_3;98;1;59.35
Not_3;99;1;58.55
Not_3;100;1;50.75
Not_3;101;1;46.75
Not_3;102;1;62.5
Not_3;103;1;89.75
Not_3;104;1;86
Not_3;105;1;39
Not_3;106;1;50.75
Not_3;107;1;62.25
Not_3;108;1;66.25
Not_3;109;1;78
Not_3;110;1;54.75
Not_3;111;1;58.5
Not_3;112;1;78
Not_3;113;1;58.5
Not_3;114;1;89.75
Not_3;115;1;46.75
Not_3;116;1;47.25
Not_3;117;1;78
Not_3;118;1;50.75
Not_3;119;1;86
Not_3;120;1;86
Not_3;121;1;66.5
Not_3;122;1;50.75
Not_3;123;1;97.5
Not_3;124;1;156.25
Not_3;125;1;70.25
Not_3;126;1;75.75
Not_3;127;1;109.25
Not_3;128;1;70.25
Not_3;129;1;105.5
Not_3;130;1;101.5
Not_3;131;1;70
Not_3;132;1;101.5
Not_3;133;1;125
Not_3;134;1;109.5
Not_3;135;1;109.5
Not_3;136;1;93.5
Not_3;137;1;109.5
Not_3;138;1;195
Not_3;139;1;296.5
Not_3;140;1;187.5
Not_3;141;1;179.5
Not_3;142;1;140.5
Not_3;143;1;281
Not_3;144;1;343.5
Not_3;145;1;148.5
Not_3;146;1;180
Not_3;147;1;258
Not_3;148;1;281
Not_3;149;1;242
Not_3;150;1;234.5
Not_3;151;1;242.5
Not_3;152;1;304.5
Not_3;153;1;406
Not_3;154;1;531.5
Not_3;155;1;164
Not_3;156;1;265.5
Not_3;157;1;414
Not_3;158;1;448
Not_3;159;1;296.5
Not_3;160;1;109.5
Not_3;161;1;328
Not_3;162;1;415.5
Not_3;163;1;406
Not_3;164;1;429.5
Not_3;165;1;273.5
Not_3;166;1;390
Not_3;167;1;467.5
Not_3;168;1;430
Not_3;169;1;702.5
Not_3;170;1;272.5
Not_3;171;1;312.5
Not_3;172;1;430
Not_3;173;1;625
Not_3;174;1;665
Not_3;175;1;430
Not_3;176;1;430
Not_3;177;1;390
Not_3;178;1;742.5
Not_3;179;1;587.5
Not_3;0;2;1.98
Not_3;1;2;3.13
Not_3;2;2;3.53
Not_3;3;2;2.73
Not_3;4;2;4.3
Not_3;5;2;3.53
Not_3;6;2;3.5
Not_3;7;2;3.9
Not_3;8;2;3.53
Not_3;9;2;4.7
