alg;inst;repl;dist; 
full;33;27;601.88;
full;34;27;597.73;
full;35;27;620.34;
full;36;27;648.96;
full;37;27;657.05;
full;38;27;671.2;
full;39;27;660.92;
full;40;27;330.92;
full;41;27;388.96;
full;42;27;360.48;
full;43;27;360.69;
full;44;27;437.8;
full;45;27;449;
full;46;27;479.27;
full;47;27;461.01;
full;48;27;546.8;
full;49;27;618.36;
full;50;27;529.58;
full;51;27;499.8;
full;52;27;511.05;
full;53;27;596.95;
full;54;27;734;
full;55;27;360.69;
full;56;27;426.78;
full;57;27;418.01;
full;58;27;396.51;
full;59;27;455.02;
full;60;27;2274.17;
full;61;27;2243.28;
full;62;27;2415.81;
full;63;27;2445.58;
full;64;27;2622.4;
full;65;27;664.09;
full;66;27;759.86;
full;67;27;841.09;
full;68;27;808.86;
full;69;27;765.29;
full;70;27;819.44;
full;71;27;841.13;
full;72;27;784.98;
full;73;27;858.82;
full;74;27;911.3;
full;75;27;422.98;
full;76;27;452.44;
full;77;27;495.16;
full;78;27;509.95;
full;79;27;551.16;
full;80;27;467.16;
full;81;27;507.29;
full;82;27;530.3;
full;83;27;528.5;
full;84;27;527.02;
full;85;27;776.25;
full;86;27;818.34;
full;87;27;970.83;
full;88;27;905.99;
full;89;27;932.55;
full;90;27;567.21;
full;91;27;619.26;
full;92;27;629.87;
full;93;27;764.64;
full;94;27;665.49;
full;95;27;432.1;
full;96;27;424.41;
full;97;27;391.06;
full;98;27;421.19;
full;99;27;461.17;
full;100;27;668.3;
full;101;27;799.26;
full;102;27;887.62;
full;103;27;884.2;
full;104;27;999.21;
full;105;27;754.46;
full;106;27;778.43;
full;107;27;896.22;
full;108;27;1001.95;
full;109;27;960.48;
full;110;27;754.46;
full;111;27;774.46;
full;112;27;939.63;
full;113;27;1037.06;
full;114;27;997.02;
full;115;27;725.46;
full;116;27;829.68;
full;117;27;826.1;
full;118;27;868.94;
full;119;27;1140.47;
full;120;27;921.85;
full;121;27;1019.65;
full;122;27;1103.8;
full;123;27;1183.86;
full;124;27;1187.59;
full;125;27;780.22;
full;126;27;1049.26;
full;127;27;911.21;
full;128;27;1276.13;
full;129;27;1196.51;
full;130;27;911.22;
full;131;27;1074.72;
full;132;27;972.5;
full;133;27;1112.85;
full;134;27;1431.56;
full;135;27;924.73;
full;136;27;1260.62;
full;137;27;1340.77;
full;138;27;1489.14;
full;139;27;1991.1;
full;140;27;1904.63;
full;141;27;1732.02;
full;142;27;1975.38;
full;143;27;1954.52;
full;144;27;2101.26;
full;145;27;1109.79;
full;146;27;1250.93;
full;147;27;1519.45;
full;148;27;1415.24;
full;149;27;1536.19;
full;150;27;1442.86;
full;151;27;1511.22;
full;152;27;1615.9;
full;153;27;1855.57;
full;154;27;2377.16;
full;155;27;1418.41;
full;156;27;1478.84;
full;157;27;1644.84;
full;158;27;1997.08;
full;159;27;2063.49;
full;160;27;1313.11;
full;161;27;1403.59;
full;162;27;1701.42;
full;163;27;1874.88;
full;164;27;1929.05;
full;165;27;617.34;
full;166;27;696.38;
full;167;27;785.76;
full;168;27;890.73;
full;169;27;899.07;
full;170;27;766.46;
full;171;27;905.07;
full;172;27;994.49;
full;173;27;1145.27;
full;174;27;1235.35;
full;175;27;689.85;
full;176;27;811.85;
full;177;27;961.89;
full;178;27;1090.7;
full;179;27;1301.56;
full;0;28;228.31;
full;1;28;220.99;
full;2;28;227.94;
full;3;28;242.85;
full;4;28;252.11;
full;5;28;222.92;
full;6;28;227.77;
full;7;28;220.99;
full;8;28;256.64;
full;9;28;260;
full;10;28;294.39;
full;11;28;262.76;
full;12;28;278.99;
full;13;28;335.65;
full;14;28;356.67;
full;15;28;304.17;
full;16;28;296.12;
full;17;28;347.39;
full;18;28;310.92;
full;19;28;298.96;
full;20;28;358.97;
full;21;28;359.76;
full;22;28;380.79;
full;23;28;314.4;
full;24;28;323.08;
full;25;28;385.2;
full;26;28;419.17;
full;27;28;345.39;
full;28;28;361.73;
full;29;28;428.76;
full;30;28;604.35;
full;31;28;540.9;
full;32;28;609.57;
full;33;28;644.66;
full;34;28;608.49;
full;35;28;593.73;
full;36;28;613.16;
full;37;28;658.47;
full;38;28;624.55;
full;39;28;660.21;
full;40;28;352.48;
full;41;28;364.41;
full;42;28;422.81;
full;43;28;362.49;
full;44;28;428.55;
full;45;28;470.27;
full;46;28;501.37;
full;47;28;490.62;
full;48;28;560.24;
full;49;28;612.25;
full;50;28;536.14;
full;51;28;499.8;
full;52;28;514.07;
full;53;28;625.1;
full;54;28;734;
full;55;28;342.76;
full;56;28;387.75;
full;57;28;396.45;
full;58;28;390.7;
full;59;28;449.87;
full;60;28;2258.42;
full;61;28;2243.28;
full;62;28;2446.71;
full;63;28;2892.16;
full;64;28;3029.76;
full;65;28;635;
full;66;28;662.15;
full;67;28;804.6;
full;68;28;758.52;
full;69;28;765.29;
full;70;28;819.44;
full;71;28;841.13;
full;72;28;784.98;
full;73;28;858.82;
full;74;28;911.3;
full;75;28;422.98;
full;76;28;452.44;
full;77;28;495.16;
full;78;28;541.43;
full;79;28;541.09;
full;80;28;483.2;
full;81;28;510.22;
full;82;28;497.78;
full;83;28;496.45;
full;84;28;589.16;
full;85;28;844.17;
full;86;28;818.34;
full;87;28;861.49;
full;88;28;872.13;
full;89;28;829.92;
full;90;28;567.21;
full;91;28;620.3;
full;92;28;607.64;
full;93;28;628.32;
full;94;28;623.19;
full;95;28;439.45;
full;96;28;477.68;
full;97;28;446.37;
full;98;28;383.93;
full;99;28;439.01;
full;100;28;668.3;
full;101;28;788.11;
full;102;28;887.62;
full;103;28;888.88;
full;104;28;842.69;
full;105;28;737.93;
full;106;28;778.43;
full;107;28;990.79;
full;108;28;962.34;
full;109;28;1274.59;
full;110;28;693.83;
full;111;28;798.92;
full;112;28;939.63;
full;113;28;1037.06;
full;114;28;883.61;
full;115;28;725.46;
full;116;28;829.68;
full;117;28;973.52;
full;118;28;868.94;
full;119;28;864.71;
full;120;28;921.85;
full;121;28;980.63;
full;122;28;1103.8;
full;123;28;1183.86;
full;124;28;1190.4;
full;125;28;754.86;
full;126;28;970.41;
full;127;28;1039.98;
full;128;28;1276.13;
full;129;28;1115.28;
full;130;28;918.29;
full;131;28;1074.72;
full;132;28;972.5;
full;133;28;1196.6;
full;134;28;1424.54;
full;135;28;1010.42;
full;136;28;1260.62;
full;137;28;1340.77;
full;138;28;1631.47;
full;139;28;1991.1;
full;140;28;1788.2;
full;141;28;1787.47;
full;142;28;1952.11;
full;143;28;2079.54;
full;144;28;1896.26;
full;145;28;1109.79;
full;146;28;1250.93;
full;147;28;1519.45;
full;148;28;1415.24;
full;149;28;1537.49;
full;150;28;1442.86;
full;151;28;1511.22;
full;152;28;1639.02;
full;153;28;1906.34;
full;154;28;2341.65;
full;155;28;1418.41;
full;156;28;1478.84;
full;157;28;1644.84;
full;158;28;1931.71;
full;159;28;2039.06;
full;160;28;1313.11;
full;161;28;1403.59;
full;162;28;1596.35;
full;163;28;1796.61;
full;164;28;1948.51;
full;165;28;617.34;
full;166;28;698.55;
full;167;28;815.18;
full;168;28;898.03;
full;169;28;899.07;
full;170;28;766.46;
full;171;28;905.07;
full;172;28;998.18;
full;173;28;1145.27;
full;174;28;1235.35;
full;175;28;689.85;
full;176;28;811.85;
full;177;28;961.89;
full;178;28;1056.79;
full;179;28;1301.56;
full;0;29;220.99;
full;1;29;229.31;
full;2;29;229.31;
full;3;29;262.23;
full;4;29;239.48;
full;5;29;230.33;
full;6;29;220.99;
full;7;29;219.45;
full;8;29;238.67;
full;9;29;294.26;
full;10;29;305.88;
full;11;29;299.35;
full;12;29;282.25;
full;13;29;334.31;
full;14;29;306.81;
full;15;29;271.17;
full;16;29;289.17;
full;17;29;325.6;
full;18;29;288.59;
full;19;29;304.76;
full;20;29;358.97;
full;21;29;378.09;
full;22;29;380.79;
full;23;29;310.41;
full;24;29;360.26;
full;25;29;377.39;
full;26;29;383.79;
full;27;29;348.8;
full;28;29;375.92;
full;29;29;362.79;
full;30;29;578.36;
full;31;29;609.57;
full;32;29;550.59;
full;33;29;630.58;
full;34;29;608.49;
full;35;29;620.34;
full;36;29;648.96;
full;37;29;662.03;
full;38;29;684.92;
full;39;29;660.92;
full;40;29;330.92;
full;41;29;372.47;
full;42;29;421.42;
full;43;29;385.63;
full;44;29;419.37;
full;45;29;543.16;
full;46;29;456.69;
full;47;29;529.29;
full;48;29;667.85;
full;49;29;596.72;
full;50;29;495.66;
full;51;29;500.87;
full;52;29;598.41;
full;53;29;561;
full;54;29;686.67;
full;55;29;361.28;
full;56;29;431.79;
full;57;29;404.98;
full;58;29;395.57;
full;59;29;436.09;
full;60;29;2281.07;
full;61;29;2243.28;
full;62;29;2446.71;
full;63;29;2501.04;
full;64;29;2594.99;
full;65;29;600.87;
full;66;29;670.93;
full;67;29;772.01;
full;68;29;758.52;
full;69;29;845.77;
full;70;29;819.44;
full;71;29;775.05;
full;72;29;787.94;
full;73;29;900.26;
full;74;29;924.15;
full;75;29;422.98;
full;76;29;452.44;
full;77;29;495.16;
full;78;29;541.43;
full;79;29;598.91;
full;80;29;480.13;
full;81;29;439.08;
full;82;29;526.96;
full;83;29;527.82;
full;84;29;574.47;
full;85;29;837.74;
full;86;29;818.34;
full;87;29;822.91;
full;88;29;907.59;
full;89;29;812.52;
full;90;29;527.11;
full;91;29;613.52;
full;92;29;607.64;
full;93;29;660.33;
full;94;29;701.36;
full;95;29;421.75;
full;96;29;440.45;
full;97;29;446.37;
full;98;29;415.54;
full;99;29;461.17;
full;100;29;808.57;
full;101;29;799.26;
full;102;29;887.62;
full;103;29;934.85;
full;104;29;842.69;
full;105;29;754.46;
full;106;29;778.43;
full;107;29;990.79;
full;108;29;847.58;
full;109;29;989.93;
full;110;29;693.83;
full;111;29;798.92;
full;112;29;939.63;
full;113;29;1037.06;
full;114;29;997.02;
full;115;29;725.46;
full;116;29;829.68;
full;117;29;973.52;
full;118;29;868.94;
full;119;29;864.71;
full;120;29;921.85;
full;121;29;980.63;
full;122;29;1103.8;
full;123;29;1228.26;
full;124;29;1325.75;
full;125;29;776.51;
full;126;29;809.92;
full;127;29;946.71;
full;128;29;1117.82;
full;129;29;1041.24;
full;130;29;957.54;
full;131;29;1001.7;
full;132;29;972.5;
full;133;29;1196.6;
full;134;29;1483.83;
full;135;29;1010.42;
full;136;29;1260.62;
full;137;29;1340.77;
full;138;29;1631.47;
full;139;29;1925.2;
full;140;29;1969.59;
full;141;29;2135.98;
full;142;29;1866.97;
full;143;29;2234.8;
full;144;29;2111.81;
full;145;29;1109.79;
full;146;29;1250.93;
full;147;29;1519.45;
full;148;29;1415.24;
full;149;29;1640.2;
full;150;29;1442.86;
full;151;29;1511.22;
full;152;29;1612.77;
full;153;29;1995.28;
full;154;29;2377.16;
full;155;29;1418.41;
full;156;29;1478.84;
full;157;29;1655.31;
full;158;29;1879.46;
full;159;29;2043.54;
full;160;29;1313.11;
full;161;29;1403.59;
full;162;29;1641.01;
full;163;29;2037.94;
full;164;29;2015.63;
full;165;29;617.34;
full;166;29;698.55;
full;167;29;815.18;
full;168;29;898.03;
full;169;29;899.07;
full;170;29;766.46;
full;171;29;848.45;
full;172;29;998.18;
full;173;29;1145.27;
full;174;29;1235.35;
full;175;29;689.85;
full;176;29;811.85;
full;177;29;961.89;
full;178;29;1056.79;
full;179;29;1301.56;
full;0;30;230.44;
full;1;30;229.31;
full;2;30;219.45;
full;3;30;263.88;
full;4;30;254.96;
full;5;30;256.19;
full;6;30;219.45;
full;7;30;226.55;
full;8;30;262.49;
full;9;30;245.96;
full;10;30;305.88;
full;11;30;305.88;
full;12;30;306.57;
full;13;30;313.1;
full;14;30;329.15;
full;15;30;259.27;
full;16;30;293.01;
full;17;30;297.06;
full;18;30;338.29;
full;19;30;281.48;
full;20;30;352.01;
full;21;30;372.59;
full;22;30;370.46;
full;23;30;307.91;
full;24;30;327.99;
full;25;30;373.76;
full;26;30;363.49;
full;27;30;380.31;
full;28;30;399.11;
full;29;30;345.26;
full;30;30;604.35;
full;31;30;567.31;
full;32;30;535.61;
full;33;30;619.16;
full;34;30;572.16;
full;35;30;620.34;
full;36;30;628.03;
full;37;30;619.19;
full;38;30;649.4;
full;39;30;660.92;
full;40;30;352.48;
full;41;30;403.06;
full;42;30;361.55;
full;43;30;392.35;
full;44;30;413.2;
full;45;30;534.71;
full;46;30;455.35;
full;47;30;475.52;
full;48;30;642.25;
full;49;30;618.36;
full;50;30;551.7;
full;51;30;490.67;
full;52;30;639.77;
full;53;30;603.34;
full;54;30;725.16;
full;55;30;356.65;
full;56;30;402.75;
full;57;30;387.51;
full;58;30;428.83;
full;59;30;424.52;
full;60;30;2221.78;
full;61;30;2243.28;
full;62;30;2446.71;
full;63;30;2357.23;
full;64;30;2523.66;
full;65;30;629.24;
full;66;30;730.08;
full;67;30;799.52;
full;68;30;802.45;
full;69;30;845.77;
full;70;30;819.44;
full;71;30;761.65;
full;72;30;787.94;
full;73;30;881.96;
full;74;30;924.15;
full;75;30;450.63;
full;76;30;452.44;
full;77;30;495.16;
full;78;30;508.5;
full;79;30;538.98;
full;80;30;462.97;
full;81;30;489.33;
full;82;30;498.75;
full;83;30;490.99;
full;84;30;576.86;
full;85;30;815.88;
full;86;30;818.34;
full;87;30;838.05;
full;88;30;1125.54;
full;89;30;988.72;
full;90;30;527.11;
full;91;30;613.52;
full;92;30;699.57;
full;93;30;614.39;
full;94;30;719.8;
full;95;30;453.41;
full;96;30;403.2;
full;97;30;397.69;
full;98;30;387.22;
full;99;30;461.17;
full;100;30;696.85;
full;101;30;799.26;
full;102;30;887.62;
full;103;30;934.85;
full;104;30;959.63;
full;105;30;678.78;
full;106;30;778.43;
full;107;30;844.61;
full;108;30;961.61;
full;109;30;989.93;
full;110;30;693.83;
full;111;30;818.12;
full;112;30;939.63;
full;113;30;919.9;
full;114;30;997.02;
full;115;30;725.46;
full;116;30;797.9;
full;117;30;973.52;
full;118;30;868.94;
full;119;30;919.72;
full;120;30;921.85;
full;121;30;1067.91;
full;122;30;959.95;
full;123;30;1176.62;
full;124;30;1168.84;
full;125;30;762.59;
full;126;30;864.77;
full;127;30;1011.85;
full;128;30;1117.27;
full;129;30;1191.58;
full;130;30;957.54;
full;131;30;909.58;
full;132;30;972.5;
full;133;30;1223.15;
full;134;30;1423.82;
full;135;30;1010.42;
full;136;30;1260.62;
full;137;30;1340.77;
full;138;30;1563.05;
full;139;30;1991.1;
full;140;30;1841.86;
full;141;30;1998.12;
full;142;30;1864.87;
full;143;30;2234.8;
full;144;30;2148.58;
full;145;30;1085.35;
full;146;30;1250.93;
full;147;30;1519.45;
full;148;30;1415.24;
full;149;30;1536.19;
full;150;30;1442.86;
full;151;30;1511.22;
full;152;30;1639.02;
full;153;30;1723.74;
full;154;30;2377.16;
full;155;30;1357.67;
full;156;30;1478.84;
full;157;30;1635.67;
full;158;30;1879.46;
full;159;30;1919.46;
full;160;30;1313.11;
full;161;30;1403.59;
full;162;30;1701.42;
full;163;30;1752.66;
full;164;30;2016.96;
full;165;30;617.34;
full;166;30;698.55;
full;167;30;804.22;
full;168;30;890.73;
full;169;30;899.07;
full;170;30;766.46;
full;171;30;848.45;
full;172;30;998.18;
full;173;30;1145.27;
full;174;30;1235.35;
full;175;30;689.85;
full;176;30;811.85;
full;177;30;961.89;
full;178;30;1037.62;
full;179;30;1301.56;
Not_1;0;1;226.739;
Not_1;1;1;222.916;
Not_1;2;1;219.454;
Not_1;3;1;238.671;
Not_1;4;1;243.316;
Not_1;5;1;220.994;
Not_1;6;1;220.994;
Not_1;7;1;220.994;
Not_1;8;1;241.305;
Not_1;9;1;243.068;
Not_1;10;1;283.3;
Not_1;11;1;272.346;
Not_1;12;1;286.421;
Not_1;13;1;290.865;
Not_1;14;1;294.054;
Not_1;15;1;272.697;
Not_1;16;1;264.219;
Not_1;17;1;281.404;
Not_1;18;1;298.986;
Not_1;19;1;286.421;
Not_1;20;1;337.899;
Not_1;21;1;348.598;
Not_1;22;1;345.672;
Not_1;23;1;307.763;
Not_1;24;1;319.476;
Not_1;25;1;345.779;
Not_1;26;1;371.291;
Not_1;27;1;346.859;
Not_1;28;1;367.498;
Not_1;29;1;344.697;
Not_1;30;1;512.262;
Not_1;31;1;505.792;
Not_1;32;1;529.092;
Not_1;33;1;521.522;
Not_1;34;1;522.136;
Not_1;35;1;570.563;
Not_1;36;1;639.373;
Not_1;37;1;572.262;
Not_1;38;1;597.058;
Not_1;39;1;614.32;
Not_1;40;1;327.933;
Not_1;41;1;358.472;
Not_1;42;1;374.477;
Not_1;43;1;341.389;
Not_1;44;1;432.765;
Not_1;45;1;456.481;
Not_1;46;1;439.588;
Not_1;47;1;473.556;
Not_1;48;1;555.393;
Not_1;49;1;611.113;
Not_1;50;1;493.173;
Not_1;51;1;500.441;
Not_1;52;1;572.424;
Not_1;53;1;565.953;
Not_1;54;1;649.666;
Not_1;55;1;364.834;
Not_1;56;1;350.594;
Not_1;57;1;350.892;
Not_1;58;1;377.39;
Not_1;59;1;401.233;
Not_1;60;1;2242.56;
Not_1;61;1;2243.28;
Not_1;62;1;2213.43;
Not_1;63;1;2410.47;
Not_1;64;1;2603.86;
Not_1;65;1;609.321;
Not_1;66;1;660.239;
Not_1;67;1;732.637;
Not_1;68;1;733.344;
Not_1;69;1;776.309;
Not_1;70;1;827.874;
Not_1;71;1;737.22;
Not_1;72;1;726.079;
Not_1;73;1;788.199;
Not_1;74;1;893.107;
Not_1;75;1;429.975;
Not_1;76;1;420.86;
Not_1;77;1;458.325;
Not_1;78;1;480.151;
Not_1;79;1;480.742;
Not_1;80;1;427.723;
Not_1;81;1;439.356;
Not_1;82;1;469.471;
Not_1;83;1;477.635;
Not_1;84;1;536.749;
Not_1;85;1;815.194;
Not_1;86;1;783.15;
Not_1;87;1;826.283;
Not_1;88;1;865.74;
Not_1;89;1;799.848;
Not_1;90;1;569.787;
Not_1;91;1;542.206;
Not_1;92;1;589.727;
Not_1;93;1;596.145;
Not_1;94;1;656.049;
Not_1;95;1;401.877;
Not_1;96;1;397.834;
Not_1;97;1;399.023;
Not_1;98;1;421.366;
Not_1;99;1;450.719;
Not_1;100;1;752.474;
Not_1;101;1;744.812;
Not_1;102;1;842.22;
Not_1;103;1;807.807;
Not_1;104;1;888.6;
Not_1;105;1;754.463;
Not_1;106;1;778.431;
Not_1;107;1;799.384;
Not_1;108;1;850.53;
Not_1;109;1;900.15;
Not_1;110;1;727.792;
Not_1;111;1;749.412;
Not_1;112;1;878.571;
Not_1;113;1;786.291;
Not_1;114;1;915.964;
Not_1;115;1;725.455;
Not_1;116;1;802.332;
Not_1;117;1;847.371;
Not_1;118;1;868.939;
Not_1;119;1;828.128;
Not_1;120;1;890.955;
Not_1;121;1;980.633;
Not_1;122;1;988.313;
Not_1;123;1;1101.27;
Not_1;124;1;1160.04;
Not_1;125;1;744.624;
Not_1;126;1;809.922;
Not_1;127;1;892.467;
Not_1;128;1;1119.38;
Not_1;129;1;1016.43;
Not_1;130;1;894.069;
Not_1;131;1;1002.11;
Not_1;132;1;972.499;
Not_1;133;1;1115.14;
Not_1;134;1;1255.67;
Not_1;135;1;916.166;
Not_1;136;1;1260.62;
Not_1;137;1;1497.37;
Not_1;138;1;1621.12;
Not_1;139;1;1991.1;
Not_1;140;1;1969.59;
Not_1;141;1;2009.09;
Not_1;142;1;1834.35;
Not_1;143;1;2292.11;
Not_1;144;1;2288.69;
Not_1;145;1;1109.79;
Not_1;146;1;1250.93;
Not_1;147;1;1402.62;
Not_1;148;1;1360.96;
Not_1;149;1;1639.71;
Not_1;150;1;1390.72;
Not_1;151;1;1511.22;
Not_1;152;1;1639.02;
Not_1;153;1;1823.42;
Not_1;154;1;2213.92;
Not_1;155;1;1294.89;
Not_1;156;1;1478.84;
Not_1;157;1;1599.7;
Not_1;158;1;1867.22;
Not_1;159;1;1867.11;
Not_1;160;1;1313.11;
Not_1;161;1;1403.59;
Not_1;162;1;1641.01;
Not_1;163;1;1842.14;
Not_1;164;1;2016.5;
Not_1;165;1;617.344;
Not_1;166;1;698.551;
Not_1;167;1;769.603;
Not_1;168;1;892.043;
Not_1;169;1;918.712;
Not_1;170;1;766.456;
Not_1;171;1;802.786;
Not_1;172;1;998.182;
Not_1;173;1;1033.74;
Not_1;174;1;1366.72;
Not_1;175;1;655.636;
Not_1;176;1;811.854;
Not_1;177;1;1008.78;
Not_1;178;1;1092;
Not_1;179;1;1301.56;
Not_1;0;2;226.739;
Not_1;1;2;222.916;
Not_1;2;2;219.454;
Not_1;3;2;238.671;
Not_1;4;2;244.289;
Not_1;5;2;220.994;
Not_1;6;2;220.994;
Not_1;7;2;220.994;
Not_1;8;2;241.305;
Not_1;9;2;243.068;
Not_1;10;2;283.3;
Not_1;11;2;272.346;
Not_1;12;2;286.421;
Not_1;13;2;290.865;
Not_1;14;2;294.054;
Not_1;15;2;259.024;
Not_1;16;2;261.528;
Not_1;17;2;281.404;
Not_1;18;2;298.986;
Not_1;19;2;303.493;
Not_1;20;2;337.899;
Not_1;21;2;348.598;
Not_1;22;2;345.672;
Not_1;23;2;307.763;
Not_1;24;2;317.865;
Not_1;25;2;345.779;
Not_1;26;2;371.291;
Not_1;27;2;356.329;
Not_1;28;2;367.498;
Not_1;29;2;344.697;
Not_1;30;2;560.826;
Not_1;31;2;531.783;
Not_1;32;2;551.8;
Not_1;33;2;521.522;
Not_1;34;2;539.679;
Not_1;35;2;570.563;
Not_1;36;2;639.373;
Not_1;37;2;572.262;
Not_1;38;2;570.563;
Not_1;39;2;614.32;
Not_1;40;2;356.548;
Not_1;41;2;358.472;
Not_1;42;2;374.477;
Not_1;43;2;342.268;
Not_1;44;2;432.765;
Not_1;45;2;456.481;
Not_1;46;2;421.412;
Not_1;47;2;448.903;
Not_1;48;2;555.393;
Not_1;49;2;611.159;
Not_1;50;2;493.173;
Not_1;51;2;491.885;
Not_1;52;2;572.424;
Not_1;53;2;565.953;
Not_1;54;2;649.666;
Not_1;55;2;360.6;
Not_1;56;2;350.594;
Not_1;57;2;350.892;
Not_1;58;2;377.39;
Not_1;59;2;401.233;
Not_1;60;2;2242.56;
Not_1;61;2;2243.28;
Not_1;62;2;2062.19;
Not_1;63;2;2410.47;
Not_1;64;2;2603.86;
Not_1;65;2;609.759;
Not_1;66;2;664.956;
Not_1;67;2;732.637;
Not_1;68;2;733.344;
Not_1;69;2;776.309;
Not_1;70;2;827.874;
Not_1;71;2;737.22;
Not_1;72;2;741.935;
Not_1;73;2;788.199;
Not_1;74;2;893.107;
Not_1;75;2;429.975;
Not_1;76;2;420.86;
Not_1;77;2;458.325;
Not_1;78;2;478.05;
Not_1;79;2;480.742;
Not_1;80;2;427.723;
Not_1;81;2;437.598;
Not_1;82;2;469.471;
Not_1;83;2;477.635;
Not_1;84;2;536.749;
Not_1;85;2;817.318;
Not_1;86;2;783.15;
Not_1;87;2;826.283;
Not_1;88;2;865.74;
Not_1;89;2;823.835;
Not_1;90;2;569.787;
Not_1;91;2;542.206;
Not_1;92;2;560.128;
Not_1;93;2;553.942;
Not_1;94;2;623.547;
Not_1;95;2;381.371;
Not_1;96;2;415.125;
Not_1;97;2;405.366;
Not_1;98;2;404.706;
Not_1;99;2;453.584;
Not_1;100;2;666.813;
Not_1;101;2;766.707;
Not_1;102;2;842.22;
Not_1;103;2;831.378;
Not_1;104;2;888.6;
Not_1;105;2;754.463;
Not_1;106;2;778.431;
Not_1;107;2;844.69;
Not_1;108;2;839.386;
Not_1;109;2;951.377;
Not_1;110;2;727.792;
Not_1;111;2;788.106;
Not_1;112;2;799.41;
Not_1;113;2;860.676;
Not_1;114;2;970.824;
Not_1;115;2;697.073;
Not_1;116;2;829.681;
Not_1;117;2;847.371;
Not_1;118;2;868.939;
Not_1;119;2;790.543;
Not_1;120;2;921.853;
Not_1;121;2;980.633;
Not_1;122;2;988.313;
Not_1;123;2;1105.4;
Not_1;124;2;1111.9;
Not_1;125;2;783.956;
Not_1;126;2;851.641;
Not_1;127;2;887.743;
Not_1;128;2;1072;
Not_1;129;2;1037.8;
Not_1;130;2;957.536;
Not_1;131;2;1002.11;
Not_1;132;2;972.499;
Not_1;133;2;1113.3;
Not_1;134;2;1404.94;
Not_1;135;2;916.166;
Not_1;136;2;1260.62;
Not_1;137;2;1497.37;
Not_1;138;2;1621.12;
Not_1;139;2;1991.1;
Not_1;140;2;1969.59;
Not_1;141;2;1877.9;
Not_1;142;2;2113.3;
Not_1;143;2;2114.22;
Not_1;144;2;2008.11;
Not_1;145;2;1109.79;
Not_1;146;2;1250.93;
Not_1;147;2;1506.04;
Not_1;148;2;1361.38;
Not_1;149;2;1574.45;
Not_1;150;2;1378.96;
Not_1;151;2;1459.79;
Not_1;152;2;1588.55;
Not_1;153;2;1828.68;
Not_1;154;2;2213.92;
Not_1;155;2;1418.41;
Not_1;156;2;1478.84;
Not_1;157;2;1599.7;
Not_1;158;2;1867.22;
Not_1;159;2;1867.11;
Not_1;160;2;1313.11;
Not_1;161;2;1403.59;
Not_1;162;2;1641.01;
Not_1;163;2;1842.14;
Not_1;164;2;2016.5;
Not_1;165;2;617.344;
Not_1;166;2;698.551;
Not_1;167;2;769.603;
Not_1;168;2;892.043;
Not_1;169;2;899.073;
Not_1;170;2;766.456;
Not_1;171;2;802.786;
Not_1;172;2;998.182;
Not_1;173;2;1033.74;
Not_1;174;2;1309.77;
Not_1;175;2;655.636;
Not_1;176;2;811.854;
Not_1;177;2;961.887;
Not_1;178;2;1092;
Not_1;179;2;1301.56;
Not_1;0;3;226.739;
Not_1;1;3;219.454;
Not_1;2;3;223.5;
Not_1;3;3;238.671;
Not_1;4;3;244.289;
Not_1;5;3;220.994;
Not_1;6;3;220.994;
Not_1;7;3;220.994;
Not_1;8;3;241.305;
Not_1;9;3;243.068;
Not_1;10;3;263.204;
Not_1;11;3;272.346;
Not_1;12;3;286.421;
Not_1;13;3;290.865;
Not_1;14;3;286.421;
Not_1;15;3;259.024;
Not_1;16;3;261.528;
Not_1;17;3;286.421;
Not_1;18;3;298.986;
Not_1;19;3;284.838;
Not_1;20;3;345.32;
Not_1;21;3;348.598;
Not_1;22;3;345.672;
Not_1;23;3;307.763;
Not_1;24;3;317.865;
Not_1;25;3;363.942;
Not_1;26;3;371.291;
Not_1;27;3;354.894;
Not_1;28;3;367.498;
Not_1;29;3;344.697;
Not_1;30;3;560.826;
Not_1;31;3;531.783;
Not_1;32;3;551.8;
Not_1;33;3;521.522;
Not_1;34;3;539.679;
Not_1;35;3;570.563;
Not_1;36;3;639.373;
Not_1;37;3;569.775;
Not_1;38;3;570.563;
Not_1;39;3;644.876;
Not_1;40;3;362.851;
Not_1;41;3;347.051;
Not_1;42;3;353.734;
Not_1;43;3;342.268;
Not_1;44;3;394.38;
Not_1;45;3;456.481;
Not_1;46;3;421.412;
Not_1;47;3;514.099;
Not_1;48;3;569.161;
Not_1;49;3;611.159;
Not_1;50;3;493.173;
Not_1;51;3;507.304;
Not_1;52;3;572.716;
Not_1;53;3;545.413;
Not_1;54;3;649.666;
Not_1;55;3;360.6;
Not_1;56;3;365.198;
Not_1;57;3;358.854;
Not_1;58;3;391.054;
Not_1;59;3;401.233;
Not_1;60;3;2242.56;
Not_1;61;3;2243.28;
Not_1;62;3;2062.19;
Not_1;63;3;2256.21;
Not_1;64;3;2505.48;
Not_1;65;3;609.759;
Not_1;66;3;664.956;
Not_1;67;3;732.637;
Not_1;68;3;733.344;
Not_1;69;3;776.309;
Not_1;70;3;778.072;
Not_1;71;3;738.471;
Not_1;72;3;745.757;
Not_1;73;3;788.199;
Not_1;74;3;899.447;
Not_1;75;3;398.635;
Not_1;76;3;410.685;
Not_1;77;3;458.325;
Not_1;78;3;478.05;
